time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-12-31T19:28:00.550Z,33.5083333,-116.5433333,13.88,0.67,ml,23,105,0.05011,0.13,ci,ci37509160,2016-01-03T04:34:22.830Z,"13km ESE of Anza, California",earthquake
2015-12-31T19:27:31.570Z,33.51,-116.5443333,13.28,0.54,ml,21,104,0.04867,0.13,ci,ci37509152,2016-01-03T01:11:16.150Z,"13km ESE of Anza, California",earthquake
2015-12-31T19:16:36.000Z,52.4386,-163.562,11.5,2.6,ml,13,305.999975520002,,0.42,ak,ak12449750,2016-01-08T10:21:28.048Z,"239km SE of Akutan, Alaska",earthquake
2015-12-31T19:12:14.240Z,36.883,-121.619,-0.09,1.46,md,21,52,0.02172,0.07,nc,nc72572085,2016-01-07T13:33:09.820Z,"2km SSE of Quarry near Aromas, CA",quarry blast
2015-12-31T19:09:35.005Z,41.8532,-119.6086,6.4,1.9,ml,5,210.05,0.172,0.2293,nn,nn00524854,2015-12-31T20:05:04.166Z,"71km ESE of Lakeview, Oregon",earthquake
2015-12-31T19:08:07.520Z,31.0883,141.7294,21.29,5,mb,,121,2.593,1,us,us10004alk,2015-12-31T19:28:57.545Z,"286km SE of Hachijo-jima, Japan",earthquake
2015-12-31T19:08:04.120Z,37.3505,-121.7151667,-0.66,0.79,md,8,139,0.04827,0.11,nc,nc72572080,2016-01-06T02:22:38.700Z,"9km ESE of East Foothills, California",earthquake
2015-12-31T19:03:13.010Z,46.3286667,-111.6171667,-2,1.15,ml,5,143,0.335,0.03,mb,mb80118164,2015-12-31T21:23:35.250Z,"7km W of Townsend, Montana",quarry blast
2015-12-31T18:56:11.000Z,60.0694,-151.8348,69.1,1.5,ml,11,115.199990784001,,0.42,ak,ak12449749,2016-01-08T10:20:06.304Z,"32km N of Anchor Point, Alaska",earthquake
2015-12-31T18:36:13.662Z,39.429,-119.7682,10.4,0.4,ml,5,99.41,0.162,0.0924,nn,nn00524867,2015-12-31T21:43:31.913Z,"11km SSE of Reno, Nevada",earthquake
2015-12-31T18:26:19.935Z,41.8512,-119.5851,3,1.6,ml,5,225.68,0.187,0.1472,nn,nn00524849,2015-12-31T18:42:04.067Z,"73km ESE of Lakeview, Oregon",earthquake
2015-12-31T18:25:43.100Z,18.1201,-66.7443,18,1.8,Md,5,129.6,0.15091697,0.2,pr,pr15365005,2015-12-31T19:32:01.854Z,"6km N of Santo Domingo, Puerto Rico",earthquake
2015-12-31T18:22:07.820Z,38.8224983,-122.8470001,1.9,0.57,md,6,182,0.009371,0.02,nc,nc72572070,2015-12-31T18:23:44.070Z,"9km WNW of The Geysers, California",earthquake
2015-12-31T18:20:54.250Z,38.82,-122.8445,1.92,1.62,md,45,66,0.008025,0.05,nc,nc72572065,2016-01-07T05:30:05.484Z,"9km WNW of The Geysers, California",earthquake
2015-12-31T18:14:12.940Z,35.0485,-118.3446667,-1.01,1.11,ml,14,62,0.05782,0.17,ci,ci37509128,2016-01-02T21:44:27.746Z,"13km SE of Tehachapi, California",quarry blast
2015-12-31T17:59:26.740Z,36.8473333,-121.311,7.9,2.61,md,67,38,0.03182,0.08,nc,nc72572060,2016-01-05T00:45:04.863Z,"6km NE of Ridgemark, California",earthquake
2015-12-31T17:47:46.000Z,52.7252,-168.187,16.3,1.8,ml,6,266.399978688002,,0.32,ak,ak12449748,2016-01-08T19:01:39.772Z,"51km ESE of Nikolski, Alaska",earthquake
2015-12-31T17:46:41.463Z,39.5903,-119.8473,1.5,0.5,ml,13,81.65,0.022,0.1122,nn,nn00524843,2015-12-31T18:23:32.756Z,"3km SSW of Golden Valley, Nevada",earthquake
2015-12-31T17:39:38.000Z,52.7,-169.0414,59.9,2.5,ml,,,,0.55,ak,ak12363770,2016-01-08T19:03:06.261Z,"28km SSW of Nikolski, Alaska",earthquake
2015-12-31T17:32:42.400Z,19.066,-66.7819,40,3,Md,17,244.8,0.63241396,0.31,pr,pr15365004,2015-12-31T18:08:54.481Z,"64km N of Hatillo, Puerto Rico",earthquake
2015-12-31T17:27:53.000Z,62.6757,-149.0506,59.7,1.4,ml,15,107.999991360001,,0.61,ak,ak12449746,2016-01-08T10:20:04.935Z,"67km NE of Talkeetna, Alaska",earthquake
2015-12-31T17:25:40.800Z,19.0629,-68.888,142,3.7,Md,15,338.4,1.49569495,0.7,pr,pr15365003,2015-12-31T17:49:54.819Z,"18km ENE of Miches, Dominican Republic",earthquake
2015-12-31T17:14:52.220Z,32.9138333,-116.3451667,13.51,0.92,ml,18,88,0.06844,0.14,ci,ci37509104,2016-01-03T03:32:43.598Z,"20km ENE of Pine Valley, California",earthquake
2015-12-31T17:11:02.000Z,64.7421,-148.4261,3.9,1.3,ml,,,,0.49,ak,ak12363767,2016-01-08T10:19:15.329Z,"22km WSW of Ester, Alaska",earthquake
2015-12-31T17:10:10.400Z,33.5083333,-116.5068333,13.52,0.46,ml,18,120,0.05303,0.1,ci,ci37509096,2016-01-03T01:01:48.880Z,"16km ESE of Anza, California",earthquake
2015-12-31T16:56:48.750Z,46.5433333,-111.9796667,-2,1.5,ml,7,134,0.197,0.07,mb,mb80118219,2015-12-31T21:35:47.180Z,"3km W of Montana City, Montana",quarry blast
2015-12-31T16:56:01.980Z,34.4541667,-118.4556667,12.51,1.31,ml,26,75,0.02733,0.15,ci,ci37509072,2016-01-03T02:26:24.051Z,"6km NE of Santa Clarita, California",earthquake
2015-12-31T16:50:27.320Z,34.137,-117.5196667,9.97,1.02,ml,30,70,0.09956,0.12,ci,ci37509064,2016-01-04T19:48:33.142Z,"6km ENE of Rancho Cucamonga, California",earthquake
2015-12-31T16:50:25.506Z,41.8727,-119.5885,3.3,1.2,ml,4,222.27,0.173,0.0268,nn,nn00524891,2015-12-31T23:43:54.799Z,"71km ESE of Lakeview, Oregon",earthquake
2015-12-31T16:46:17.890Z,38.7848333,-122.771,3.72,1.54,md,48,76,0.01468,0.06,nc,nc72572055,2016-01-07T04:20:04.300Z,"1km WNW of The Geysers, California",earthquake
2015-12-31T16:39:37.000Z,62.0229,-149.4762,45.8,1.3,ml,9,71.9999942400005,,0.28,ak,ak12449744,2016-01-08T10:20:04.232Z,"24km SE of Y, Alaska",earthquake
2015-12-31T16:39:04.410Z,38.764,-122.7266667,1.52,1.5,md,42,46,0.002787,0.09,nc,nc72572050,2016-01-07T04:48:04.359Z,"2km ESE of The Geysers, California",earthquake
2015-12-31T16:37:55.170Z,35.7615,-117.665,8.11,1.32,ml,24,66,0.07707,0.11,ci,ci37509056,2016-01-04T19:56:16.587Z,"16km N of Ridgecrest, California",earthquake
2015-12-31T16:36:44.820Z,38.7488333,-122.7231667,0.64,0.75,md,26,84,0.01216,0.07,nc,nc72572045,2016-01-07T00:44:07.137Z,"4km SE of The Geysers, California",earthquake
2015-12-31T16:31:32.440Z,37.1305,-97.6559,7.43,2.8,mb_lg,,28,0.085,0.55,us,us10004al6,2016-01-06T01:39:12.350Z,"11km NNW of Caldwell, Kansas",earthquake
2015-12-31T16:28:48.530Z,38.8313332,-122.7894974,-0.85,0.54,md,9,73,0.007096,0.32,nc,nc72572040,2015-12-31T16:30:21.770Z,"5km W of Cobb, California",earthquake
2015-12-31T16:27:34.820Z,38.809166,-122.7580032,4.1,0.56,md,6,172,0.01819,0.06,nc,nc72572035,2015-12-31T16:29:06.650Z,"3km WSW of Cobb, California",earthquake
2015-12-31T16:25:22.540Z,33.4675,-116.4968333,13.44,0.6,ml,26,97,0.0815,0.13,ci,ci37509048,2016-01-03T03:49:32.796Z,"19km ESE of Anza, California",earthquake
2015-12-31T16:17:07.630Z,46.7883333,-112.0056667,7.16,-0.31,md,7,168,0.143,0.06,mb,mb80118214,2015-12-31T21:28:21.590Z,"7km NNE of Helena Valley Northwest, Montana",earthquake
2015-12-31T16:16:25.000Z,54.1456,-163.7776,44.1,2.2,ml,12,244.799980416002,,0.43,ak,ak12449743,2016-01-08T10:20:19.840Z,"81km SSW of False Pass, Alaska",earthquake
2015-12-31T16:14:50.560Z,38.8106651,-122.8280029,1.9,0.88,md,10,89,0.002016,0.03,nc,nc72572030,2015-12-31T16:16:28.650Z,"7km WNW of The Geysers, California",earthquake
2015-12-31T16:12:46.735Z,38.5134,-118.4149,8.9,0.3,ml,5,147.74,0.099,0.1464,nn,nn00524830,2015-12-31T17:36:50.111Z,"18km E of Hawthorne, Nevada",earthquake
2015-12-31T16:06:17.910Z,37.9288333,-112.5078333,5.29,2.63,ml,21,56,0.279,0.26,uu,uu60134647,2016-01-05T16:00:21.289Z,"12km NW of Panguitch, Utah",earthquake
2015-12-31T15:36:18.140Z,37.2438333,-98.019,1.24,1.96,ml,18,133,0.04077,0.03,ismpkansas,ismpkansas70164513,2016-01-05T21:08:51.490Z,"4km S of Harper, Kansas",earthquake
2015-12-31T15:23:06.134Z,36.6993,-116.3154,7.8,-0.1,ml,11,148.26,0.088,0.1078,nn,nn00524866,2015-12-31T21:31:10.529Z,"45km ESE of Beatty, Nevada",earthquake
2015-12-31T15:01:39.540Z,37.6331667,-118.9041667,6.1,0.62,md,20,69,0.01263,0.04,nc,nc72572025,2015-12-31T17:29:28.000Z,"6km ESE of Mammoth Lakes, California",earthquake
2015-12-31T15:00:51.000Z,55.0773,-163.3662,119.1,2.3,ml,6,215.999982720001,,0.73,ak,ak12449742,2016-01-08T10:20:03.498Z,"25km N of False Pass, Alaska",earthquake
2015-12-31T14:59:25.870Z,19.3793333,-155.235,2.339,0.47,md,8,117,0.007805,0.06,hv,hv61139226,2015-12-31T18:38:07.870Z,"5km S of Volcano, Hawaii",earthquake
2015-12-31T14:56:51.672Z,36.6974,-116.3143,10.3,0.8,ml,20,76.83,0.087,0.1208,nn,nn00524824,2015-12-31T15:58:15.630Z,"46km ESE of Beatty, Nevada",earthquake
2015-12-31T14:51:32.000Z,61.9274,-154.4704,3.8,1.5,ml,11,111.599991072001,,0.77,ak,ak12362097,2016-01-08T10:20:17.739Z,"128km SSE of McGrath, Alaska",earthquake
2015-12-31T14:46:38.590Z,33.4891667,-116.54,7.73,0.43,ml,26,83,0.05227,0.12,ci,ci37509032,2016-01-03T00:48:20.907Z,"14km ESE of Anza, California",earthquake
2015-12-31T14:43:20.260Z,46.8083333,-112.0083333,3.22,1.26,ml,10,177,0.156,0.06,mb,mb80118114,2015-12-31T15:43:38.710Z,"9km NNE of Helena Valley Northwest, Montana",earthquake
2015-12-31T14:41:27.050Z,33.0345,-116.4231667,7.81,0.76,ml,14,91,0.1421,0.14,ci,ci37509024,2016-01-03T03:37:18.915Z,"17km ESE of Julian, California",earthquake
2015-12-31T14:29:34.523Z,36.9999,-117.5002,8.6,0.3,ml,4,210.42,0.261,0.0822,nn,nn00524827,2015-12-31T15:48:14.101Z,"66km NE of Lone Pine, California",earthquake
2015-12-31T14:19:08.660Z,46.7856667,-112.0193333,2.94,1.36,md,11,186,0.149,0.08,mb,mb80118069,2015-12-31T15:38:04.440Z,"7km NNE of Helena Valley Northwest, Montana",earthquake
2015-12-31T14:16:43.930Z,37.0985,-97.6585,6.9,2.6,mb_lg,,57,0.097,0.52,us,us10004akx,2015-12-31T17:50:35.178Z,"8km NNW of Caldwell, Kansas",earthquake
2015-12-31T14:09:30.790Z,46.7963333,-112.019,2.73,1.07,ml,6,169,0.155,0.02,mb,mb80118204,2015-12-31T21:19:23.230Z,"8km NNE of Helena Valley Northwest, Montana",earthquake
2015-12-31T14:00:47.349Z,41.8908,-119.5777,5.1,0.8,ml,5,219.7,0.172,0.1563,nn,nn00524852,2015-12-31T18:57:31.016Z,"71km ESE of Lakeview, Oregon",earthquake
2015-12-31T14:00:42.177Z,40.1676,-121.0867,11.9,1.4,ml,7,135.91,0.197,0.2135,nn,nn00524836,2015-12-31T16:53:56.982Z,"11km WNW of Greenville, California",earthquake
2015-12-31T13:56:44.880Z,46.7846667,-112.0231667,0.51,1.33,md,13,162,0.151,0.06,mb,mb80118064,2015-12-31T15:33:47.110Z,"6km NNE of Helena Valley Northwest, Montana",earthquake
2015-12-31T13:49:51.280Z,33.6726667,-116.711,15.32,0.37,ml,18,95,0.03125,0.07,ci,ci37509016,2016-01-03T01:45:42.329Z,"8km S of Idyllwild, California",earthquake
2015-12-31T13:44:22.000Z,60.1569,-152.4795,91.4,1.8,ml,13,82.7999933760005,,0.29,ak,ak12449740,2016-01-08T10:20:02.855Z,"39km SSE of Redoubt Volcano, Alaska",earthquake
2015-12-31T13:38:32.859Z,41.8983,-119.5933,6.4,1,ml,5,218.08,0.159,0.0775,nn,nn00524835,2015-12-31T16:50:47.112Z,"70km ESE of Lakeview, Oregon",earthquake
2015-12-31T13:38:03.307Z,38.6376,-119.7275,8.7,1.1,ml,18,98.33,0.272,0.1839,nn,nn00524834,2015-12-31T16:47:37.221Z,"27km S of Gardnerville Ranchos, Nevada",earthquake
2015-12-31T13:23:43.000Z,63.5243,-147.2766,0.8,1.5,ml,,,,0.59,ak,ak12361266,2016-01-08T19:01:33.090Z,"84km E of Cantwell, Alaska",earthquake
2015-12-31T13:22:53.980Z,35.5721667,-118.3345,1.4,0.96,ml,13,116,0.1235,0.1,ci,ci37509008,2016-01-02T23:34:48.708Z,"14km ESE of Lake Isabella, California",earthquake
2015-12-31T13:22:15.270Z,45.1706667,-112.5648333,10.05,0.51,ml,6,143,0.193,0.05,mb,mb80118059,2015-12-31T15:29:52.400Z,"7km SE of Dillon, Montana",earthquake
2015-12-31T13:15:24.320Z,46.7875,-112.022,1.3,0.98,md,8,165,0.152,0.04,mb,mb80118054,2015-12-31T15:24:32.270Z,"7km NNE of Helena Valley Northwest, Montana",earthquake
2015-12-31T13:10:02.490Z,33.274,-116.7711667,11.18,0.82,ml,33,45,0.03932,0.15,ci,ci37509000,2016-01-04T20:03:23.231Z,"4km NNW of Lake Henshaw, California",earthquake
2015-12-31T12:55:43.960Z,46.809,-112.0126667,0.65,1.24,ml,6,176,0.158,0.02,mb,mb80118199,2015-12-31T21:14:18.620Z,"9km NNE of Helena Valley Northwest, Montana",earthquake
2015-12-31T12:54:57.460Z,36.974,-112.537,16.11,1.19,md,5,258,0.105,0.12,uu,uu60134642,2016-01-04T22:15:15.170Z,"3km NNW of Fredonia, Arizona",earthquake
2015-12-31T12:47:18.900Z,18.329,-66.301,15,1.8,Md,5,180,0.20751083,0.28,pr,pr15365002,2015-12-31T16:00:53.957Z,"2km SE of Corozal, Puerto Rico",earthquake
2015-12-31T12:39:23.000Z,60.8884,-150.7729,16.1,2.1,ml,,,,0.7,ak,ak12360433,2016-01-08T10:19:17.474Z,"35km NE of Nikiski, Alaska",earthquake
2015-12-31T12:32:27.060Z,35.572,-118.3346667,1.58,1.02,ml,18,107,0.1237,0.1,ci,ci37508992,2016-01-04T20:07:31.663Z,"14km ESE of Lake Isabella, California",earthquake
2015-12-31T12:24:54.831Z,39.4309,-119.7861,9.4,1.2,ml,23,47.45,0.044,0.1283,nn,nn00524813,2015-12-31T12:38:34.256Z,"11km SSE of Reno, Nevada",earthquake
2015-12-31T12:19:24.120Z,33.6363333,-116.698,16.85,0.81,ml,32,54,0.03824,0.09,ci,ci37508984,2016-01-04T20:13:02.370Z,"9km NNW of Anza, California",earthquake
2015-12-31T12:13:47.000Z,63.2559,-151.5198,5,1.1,ml,,,,0.56,ak,ak12360432,2016-01-08T10:20:16.717Z,"126km NW of Talkeetna, Alaska",earthquake
2015-12-31T12:09:14.410Z,49.4666667,-116.8083333,13.49,2.91,ml,14,194,1.221,0.25,mb,mb80118159,2015-12-31T18:42:42.880Z,"34km E of Nelson, Canada",earthquake
2015-12-31T12:07:34.000Z,60.8818,-150.7724,14.9,1.7,ml,,,,0.73,ak,ak12360431,2016-01-08T10:19:24.023Z,"35km NE of Nikiski, Alaska",earthquake
2015-12-31T11:54:57.290Z,46.7935,-112.0153333,2.57,1.27,ml,8,168,0.151,0.04,mb,mb80118189,2015-12-31T21:08:41.910Z,"8km NNE of Helena Valley Northwest, Montana",earthquake
2015-12-31T11:52:12.000Z,61.5726,-151.5503,73.9,1.8,ml,,,,0.51,ak,ak12360427,2016-01-08T10:19:26.151Z,"82km WSW of Willow, Alaska",earthquake
2015-12-31T11:48:07.270Z,46.7921667,-112.0108333,8.55,2.89,ml,27,169,0.148,0.15,mb,mb80118049,2015-12-31T15:25:30.090Z,"8km NNE of Helena Valley Northwest, Montana",earthquake
2015-12-31T11:39:28.000Z,59.3022,-137.2681,2.7,2.1,ml,7,165.599986752001,,0.89,ak,ak12449734,2016-01-08T19:01:39.106Z,"104km W of Haines, Alaska",earthquake
2015-12-31T11:36:49.000Z,64.7256,-150.6468,19.5,2,ml,,,,0.54,ak,ak12360422,2016-01-08T10:19:16.806Z,"30km S of Manley Hot Springs, Alaska",earthquake
2015-12-31T11:35:54.450Z,46.7933333,-112.0178333,1.23,1.26,ml,9,168,0.152,0.05,mb,mb80118184,2015-12-31T21:03:18.180Z,"7km NNE of Helena Valley Northwest, Montana",earthquake
2015-12-31T11:35:27.580Z,36.6142,-98.7347,9.52,3.2,mb_lg,,43,0.096,0.54,us,us10004akn,2016-01-01T00:40:52.442Z,"22km SSW of Alva, Oklahoma",earthquake
2015-12-31T11:13:47.880Z,33.6206667,-116.8583333,12.43,0.79,ml,36,52,0.0128,0.09,ci,ci37508976,2016-01-04T23:48:26.326Z,"14km SSE of Valle Vista, California",earthquake
2015-12-31T11:00:23.000Z,62.9644,-150.4794,96.6,1.3,ml,14,64.7999948160004,,0.45,ak,ak12449732,2016-01-08T10:20:01.040Z,"73km NNW of Talkeetna, Alaska",earthquake
2015-12-31T11:00:09.550Z,46.796,-112.0161667,1.24,1.34,ml,6,170,0.153,0.03,mb,mb80118149,2015-12-31T18:16:23.910Z,"8km NNE of Helena Valley Northwest, Montana",earthquake
2015-12-31T10:59:45.870Z,44.5431667,-114.2493333,6.22,1.43,ml,5,138,0.188,0.13,mb,mb80118144,2015-12-31T18:12:04.400Z,"4km NNW of Challis, Idaho",earthquake
2015-12-31T10:58:47.000Z,59.0867,-152.5966,51.8,1.9,ml,9,122.399990208001,,0.52,ak,ak12449731,2016-01-08T10:20:00.325Z,"85km SW of Homer, Alaska",earthquake
2015-12-31T10:57:44.070Z,46.7891667,-112.0145,3.87,1.61,ml,16,167,0.148,0.17,mb,mb80118039,2015-12-31T16:12:28.630Z,"7km NNE of Helena Valley Northwest, Montana",earthquake
2015-12-31T10:57:00.500Z,11.175,-86.6366,36.49,5.7,mb,,135,1.091,1.19,us,us10004akg,2016-01-01T14:28:08.965Z,"68km S of Masachapa, Nicaragua",earthquake
2015-12-31T10:52:14.360Z,46.788,-112.022,2.03,1.26,ml,13,165,0.152,0.04,mb,mb80118154,2015-12-31T18:22:41.730Z,"7km NNE of Helena Valley Northwest, Montana",earthquake
2015-12-31T10:49:16.908Z,35.9574,-117.2198,5.9,0.4,ml,5,177.32,0.084,0.1799,nn,nn00524864,2015-12-31T21:18:40.950Z,"26km NE of Searles Valley, California",earthquake
2015-12-31T10:35:43.700Z,46.7875,-112.0183333,1.25,0.94,md,9,165,0.15,0.09,mb,mb80118034,2015-12-31T16:07:37.730Z,"7km NNE of Helena Valley Northwest, Montana",earthquake
2015-12-31T10:33:22.880Z,46.7885,-112.0253333,1.25,1.29,md,14,163,0.154,0.09,mb,mb80118029,2015-12-31T16:04:27.350Z,"7km NNE of Helena Valley Northwest, Montana",earthquake
2015-12-31T10:32:22.000Z,63.2409,-151.7154,5,1.3,ml,,,,0.67,ak,ak12359591,2016-01-08T10:20:19.222Z,"131km NW of Talkeetna, Alaska",earthquake
2015-12-31T10:27:12.810Z,46.7883333,-112.0165,3.29,1.15,md,12,166,0.149,0.09,mb,mb80118024,2015-12-31T15:59:57.310Z,"7km NNE of Helena Valley Northwest, Montana",earthquake
2015-12-31T10:07:49.650Z,34.186,-117.412,7.59,1.55,ml,59,32,0.08559,0.14,ci,ci37508968,2016-01-03T01:58:34.700Z,"4km SSW of Devore, California",earthquake
2015-12-31T10:07:26.000Z,65.2175,-153.0425,6.3,1.2,ml,8,133.199989344001,,0.44,ak,ak12449729,2016-01-08T19:01:41.539Z,"45km W of Tanana, Alaska",earthquake
2015-12-31T10:06:51.000Z,64.685,-149.2339,15.4,0.6,ml,,,,0.57,ak,ak12359589,2016-01-08T10:19:22.614Z,"13km NNW of North Nenana, Alaska",earthquake
2015-12-31T09:58:10.930Z,46.7818333,-112.1566667,11.74,-0.53,md,6,132,0.124,0.02,mb,mb80118179,2015-12-31T20:56:10.050Z,"9km NW of Helena Valley Northwest, Montana",earthquake
2015-12-31T09:46:39.120Z,38.8395,-122.8283333,2.05,1.44,md,43,50,0.00566,0.05,nc,nc72572000,2016-01-07T03:53:04.242Z,"9km WNW of Cobb, California",earthquake
2015-12-31T09:46:38.360Z,41.669,-124.249,3.417,0.96,md,4,302,0.3218,0.07,uw,uw61115261,2015-12-31T19:13:35.450Z,"10km SSW of Crescent City, California",earthquake
2015-12-31T09:42:08.510Z,40.4356667,-123.521,8.46,1.66,md,20,44,0.0586,0.09,nc,nc72571995,2016-01-07T17:43:04.101Z,"31km WSW of Hayfork, California",earthquake
2015-12-31T09:32:39.000Z,61.4815,-151.5775,77.8,1.6,ml,12,79.1999936640005,,0.54,ak,ak12449727,2016-01-08T10:19:58.835Z,"86km W of Big Lake, Alaska",earthquake
2015-12-31T09:27:53.190Z,32.6101667,-115.7033333,8.76,1.32,ml,12,197,0.04363,0.17,ci,ci37508960,2016-01-05T00:13:31.472Z,"12km WNW of Progreso, B.C., MX",earthquake
2015-12-31T09:26:55.000Z,61.5501,-140.7197,1,1.5,ml,,,,0.59,ak,ak12359587,2016-01-08T19:01:31.575Z,"189km NNE of Cape Yakataga, Alaska",earthquake
2015-12-31T09:03:03.000Z,64.9642,-149.4776,15,0.7,ml,,,,0.4,ak,ak12359586,2016-01-08T10:19:11.995Z,"46km NNW of North Nenana, Alaska",earthquake
2015-12-31T09:01:07.000Z,59.5991,-152.8745,94.7,2.1,ml,10,125.999989920001,,0.57,ak,ak12449724,2016-01-08T10:19:58.203Z,"61km WSW of Anchor Point, Alaska",earthquake
2015-12-31T08:50:37.725Z,41.8609,-119.5764,1.9,0.9,ml,4,224.39,0.187,0.1073,nn,nn00524850,2015-12-31T18:35:54.009Z,"73km ESE of Lakeview, Oregon",earthquake
2015-12-31T08:47:05.610Z,34.1833333,-117.403,8.4,0.75,ml,16,69,0.08941,0.08,ci,ci37508952,2016-01-05T00:18:46.511Z,"4km S of Devore, California",earthquake
2015-12-31T08:37:57.090Z,38.8011665,-122.7693329,0.87,0.88,md,15,68,0.01498,0.03,nc,nc72571980,2015-12-31T08:39:42.370Z,"2km NNW of The Geysers, California",earthquake
2015-12-31T08:36:13.510Z,34.929,-118.9956667,15.36,1.25,ml,20,122,0.04695,0.12,ci,ci37508944,2016-01-05T00:23:51.533Z,"6km WSW of Grapevine, California",earthquake
2015-12-31T08:27:31.590Z,36.9428333,-112.5196667,19.36,1.8,ml,9,240,0.133,0.11,uu,uu60134627,2016-01-04T22:09:03.300Z,"0km ESE of Fredonia, Arizona",earthquake
2015-12-31T08:24:14.000Z,63.209,-151.8288,5,1,ml,8,125.999989920001,,0.48,ak,ak12449723,2016-01-08T10:19:57.147Z,"132km NW of Talkeetna, Alaska",earthquake
2015-12-31T08:20:42.000Z,62.9052,-150.4654,89.3,1.4,ml,9,71.9999942400005,,0.45,ak,ak12449722,2016-01-08T10:19:56.464Z,"67km NNW of Talkeetna, Alaska",earthquake
2015-12-31T08:11:22.530Z,35.2058333,-117.2725,4.69,1.16,ml,15,110,0.1952,0.1,ci,ci37508936,2016-01-05T00:27:13.898Z,"38km ESE of Johannesburg, California",earthquake
2015-12-31T08:09:17.130Z,38.8371667,-122.8291667,2.07,1.24,md,43,50,0.005136,0.03,nc,nc72571975,2016-01-07T03:26:04.145Z,"9km W of Cobb, California",earthquake
2015-12-31T08:07:11.000Z,59.8346,-152.2214,73,1.9,ml,,,,0.55,ak,ak12359585,2016-01-08T10:19:25.354Z,"22km WNW of Anchor Point, Alaska",earthquake
2015-12-31T08:04:19.000Z,57.4368,-154.8562,39.4,2.1,ml,8,183.599985312001,,0.6,ak,ak12449720,2016-01-08T10:19:55.830Z,"53km WSW of Larsen Bay, Alaska",earthquake
2015-12-31T07:44:35.930Z,34.161,-117.4326667,5.94,1.7,ml,71,45,0.06148,0.17,ci,ci37508928,2016-01-05T00:45:56.697Z,"7km SSW of Devore, California",earthquake
2015-12-31T07:43:17.650Z,37.6436667,-118.9191667,6.27,0.4,md,14,57,0.01544,0.07,nc,nc72571960,2015-12-31T17:12:53.860Z,"4km E of Mammoth Lakes, California",earthquake
2015-12-31T07:43:01.440Z,37.6436667,-118.9295,5.07,0.25,md,12,93,0.02191,0.03,nc,nc72571965,2015-12-31T17:18:55.660Z,"3km E of Mammoth Lakes, California",earthquake
2015-12-31T07:40:04.240Z,37.6406667,-118.9488333,8.49,0.57,md,12,66,0.02506,0.06,nc,nc72571955,2015-12-31T17:07:22.060Z,"2km ESE of Mammoth Lakes, California",earthquake
2015-12-31T07:38:26.000Z,62.8329,-147.2085,35.7,1.7,ml,,,,0.62,ak,ak12359583,2016-01-08T10:19:27.485Z,"107km SE of Cantwell, Alaska",earthquake
2015-12-31T07:37:30.620Z,34.162,-117.4311667,6.66,1.19,ml,51,35,0.06259,0.14,ci,ci37508920,2016-01-05T00:55:56.150Z,"7km SSW of Devore, California",earthquake
2015-12-31T07:19:48.280Z,34.1831667,-117.4046667,8.92,0.6,ml,15,69,0.08931,0.08,ci,ci37508912,2016-01-03T04:00:15.132Z,"4km S of Devore, California",earthquake
2015-12-31T07:18:38.810Z,34.1826667,-117.4141667,5.38,1.07,ml,42,53,0.08536,0.12,ci,ci37508904,2016-01-05T01:04:06.010Z,"4km SSW of Devore, California",earthquake
2015-12-31T07:16:05.490Z,45.0308333,-111.8516667,6.8,1.23,ml,15,71,0.243,0.14,mb,mb80118019,2015-12-31T15:57:15.940Z,"30km SSE of Virginia City, Montana",earthquake
2015-12-31T07:15:26.840Z,34.1966667,-117.4131667,8,0.57,ml,11,83,0.07491,0.13,ci,ci37508896,2016-01-05T01:06:49.174Z,"3km SSW of Devore, California",earthquake
2015-12-31T07:12:07.000Z,51.6981,-178.274,76,2.1,ml,,,,0.15,ak,ak12449718,2016-01-08T19:01:40.655Z,"22km SSW of Tanaga Volcano, Alaska",earthquake
2015-12-31T07:10:12.020Z,36.0933333,-117.6273333,5.2,0.81,ml,13,125,0.1044,0.06,ci,ci37508888,2016-01-03T02:01:13.696Z,"29km E of Coso Junction, California",earthquake
2015-12-31T07:08:01.130Z,36.093,-117.6283333,4.5,0.92,ml,20,74,0.1045,0.08,ci,ci37508880,2016-01-05T01:11:11.898Z,"29km E of Coso Junction, California",earthquake
2015-12-31T07:07:27.748Z,41.847,-119.6285,7.5,1.4,ml,7,193.82,0.164,0.157,nn,nn00524797,2015-12-31T12:32:05.789Z,"70km ESE of Lakeview, Oregon",earthquake
2015-12-31T07:06:55.690Z,43.6093333,-107.58,10.53,2.47,ml,6,115,1.674,0.03,mb,mb80118014,2015-12-31T17:45:31.880Z,"51km E of Thermopolis, Wyoming",earthquake
2015-12-31T07:06:40.490Z,33.1355,-116.2175,8.84,0.98,ml,44,65,0.06473,0.21,ci,ci37508872,2016-01-05T17:47:02.648Z,"8km W of Ocotillo Wells, California",earthquake
2015-12-31T06:57:25.290Z,38.8093333,-122.8195,3.25,1.44,md,46,82,0.007576,0.07,nc,nc72571950,2016-01-07T02:58:05.081Z,"6km WNW of The Geysers, California",earthquake
2015-12-31T06:56:11.510Z,33.5981667,-116.8145,8.33,0.8,ml,36,41,0.04219,0.11,ci,ci37508864,2016-01-05T01:36:39.503Z,"14km WNW of Anza, California",earthquake
